iter	Logloss
898	0.377055579
899	0.3770060905
900	0.3769847152
901	0.3769630243
902	0.3769265476
903	0.3769168426
904	0.376865635
905	0.3768250338
906	0.3767917338
907	0.3767827593
908	0.376735047
909	0.3766977887
910	0.3766569146
911	0.3766306759
912	0.3765858841
913	0.3765447226
914	0.3765081523
915	0.3764697046
916	0.3764323051
917	0.3763960837
918	0.3763688848
919	0.3763245238
920	0.3762825851
921	0.376242521
922	0.376207368
923	0.376165191
924	0.3761333105
925	0.3761096991
926	0.3760739409
927	0.3760325731
928	0.3759915968
929	0.3759440077
930	0.375922263
931	0.3758723608
932	0.3758250377
933	0.3757892135
934	0.3757345512
935	0.3756934075
936	0.3756689448
937	0.3756272972
938	0.3755943267
939	0.3755618334
940	0.3755193056
941	0.3754792643
942	0.375424888
943	0.3753995569
944	0.37534849
945	0.3752971607
946	0.3752649226
947	0.375209866
948	0.3751899117
949	0.3751550004
950	0.3751226845
951	0.3750964547
952	0.3750593131
953	0.3750321071
954	0.3749973827
955	0.3749639004
956	0.3749388567
957	0.3749057654
958	0.3748721052
959	0.374827773
960	0.3747819088
961	0.3747346237
962	0.3746981276
963	0.3746568771
964	0.3746208664
965	0.3745800388
966	0.3745573114
967	0.3745138001
968	0.3744638624
969	0.3744413761
970	0.3744061057
971	0.3743689816
972	0.3743281124
973	0.3742912125
974	0.3742549759
975	0.3742168606
976	0.3741617766
977	0.3741315151
978	0.3740957529
979	0.3740690905
980	0.3740177293
981	0.3739745915
982	0.3739392292
983	0.3739008242
984	0.3738539591
985	0.3738042312
986	0.3737727498
987	0.373745584
988	0.3737080942
989	0.3736763405
990	0.3736241609
991	0.3735854333
992	0.3735507787
993	0.3735132555
994	0.3734813415
995	0.3734546719
996	0.3734080354
997	0.3733876154
998	0.3733517066
999	0.3733155808
